city,year,month,pop_sum,pop_0_9,pop_10_19,pop_20_29,pop_30_39,pop_40_49,pop_50_59,pop_60_69,pop_70_79,pop_80_89,pop_90_99,pop_100_
대전광역시,2016,10,1515787,142546,177368,212968,224352,264465,238843,142185,77611,31073,4059,317
울산광역시,2016,10,1173178,116225,133859,158750,178394,207205,204754,107598,47082,17013,2161,137
세종특별자치시,2016,10,238533,34321,26557,25858,45382,43237,28732,17822,10775,5137,663,49
경기도,2016,10,12683730,1251487,1448441,1677739,1959486,2308302,2014756,1097761,636454,251051,34976,3277
강원도,2016,10,1550021,121690,164638,184418,186326,246632,271441,180594,132768,52840,8029,645
충청북도,2016,10,1589268,141619,173014,197604,213468,259612,263777,168107,114286,51025,6285,471
충청남도,2016,10,2091626,197235,223389,244805,295303,334711,322608,223926,158996,80046,9883,724
전라북도,2016,10,1864043,157719,208870,218699,227002,295830,298412,217381,155803,74464,9165,698
전라남도,2016,10,1902022,157045,201085,205164,220115,286626,313572,229720,190044,86590,11302,759
경상북도,2016,10,2700957,222895,266408,308443,341372,422290,459891,333267,226080,106226,13277,808
경상남도,2016,10,3370815,315870,370110,396938,468957,574217,559755,357044,217963,97770,11562,629
제주특별자치도,2016,10,639306,64231,75924,76167,86736,112198,100362,61395,40540,18443,3086,224
전국,2016,11,51687682,4570380,5501612,6751641,7557813,8798021,8412800,5354130,3234272,1314485,175051,17477
서울특별시,2016,11,9943333,763485,938421,1444919,1628185,1679478,1570995,1074277,601083,206035,31011,5444
부산광역시,2016,11,3501671,267512,327027,455519,485749,558941,611284,452829,246056,84991,10189,1574
대구광역시,2016,11,2485535,207080,275447,330147,334992,432014,422091,269153,150183,57503,6334,591
인천광역시,2016,11,2942613,269931,312485,406214,451418,512487,501793,273041,147148,58869,8477,750
광주광역시,2016,11,1471384,141260,188503,201929,214599,256339,222669,132391,79141,30098,4100,355
대전광역시,2016,11,1515394,142311,176781,212894,223803,264546,238751,142964,77695,31258,4079,312
울산광역시,2016,11,1172891,116094,133303,158751,177963,207046,204923,108180,47226,17089,2179,137
세종특별자치시,2016,11,240560,34597,26842,26055,45735,43628,29093,17942,10772,5173,674,49
경기도,2016,11,12699920,1251171,1444235,1681325,1958894,2311023,2019253,1104166,638385,252961,35219,3288
강원도,2016,11,1550209,121569,163972,184590,185982,246466,271430,181437,132794,53278,8042,649
충청북도,2016,11,1590537,141569,172410,197845,213224,259838,264048,169160,114251,51407,6311,474
충청남도,2016,11,2093838,197160,223001,245160,295158,335379,323122,224800,158960,80410,9955,733
전라북도,2016,11,1864475,157484,208299,219019,226644,295695,298596,218055,155918,74859,9203,703
전라남도,2016,11,1902260,156850,200445,205472,219893,286282,313939,230421,190077,86819,11306,756
경상북도,2016,11,2700843,222604,265675,308341,340818,422005,459971,334698,225882,106737,13308,804
경상남도,2016,11,3371731,315460,368951,397073,467947,574555,560177,358909,218025,98418,11585,631
제주특별자치도,2016,11,640488,64243,75815,76388,86809,112299,100665,61707,40676,18580,3079,227
전국,2016,12,51696216,4566168,5481038,6758428,7534140,8797053,8424661,5376421,3239119,1325294,176332,17562
서울특별시,2016,12,9930616,761314,934205,1442701,1620974,1678172,1570037,1076270,602541,207716,31211,5475
부산광역시,2016,12,3498529,267087,325210,455199,483516,558328,610400,454451,246583,85833,10337,1585
대구광역시,2016,12,2484557,207036,274127,329927,333768,431822,422215,270182,150535,57934,6420,591
인천광역시,2016,12,2943069,269510,311493,406622,450143,512174,502587,274298,147609,59356,8523,754
광주광역시,2016,12,1469214,140957,187604,201402,213395,255953,222914,132868,79294,30370,4102,355
대전광역시,2016,12,1514370,142076,175916,212796,222879,264265,239111,143650,77775,31484,4110,308
울산광역시,2016,12,1172304,115921,132712,158704,177144,206835,205095,108980,47361,17214,2200,138
세종특별자치시,2016,12,243048,34911,27125,26523,45951,44188,29440,18159,10793,5219,690,49
경기도,2016,12,12716780,1251110,1439515,1687250,1955946,2312530,2025958,1110220,640149,255340,35457,3305
강원도,2016,12,1550806,121381,163401,184869,185407,246372,271727,182332,132782,53788,8091,656
충청북도,2016,12,1591625,141545,171795,198134,212590,259637,264834,170236,114117,51888,6378,471
충청남도,2016,12,2096727,197206,222359,246298,294535,335721,324122,225825,158809,81086,10028,738
전라북도,2016,12,1864791,157372,207621,219336,225651,295584,299275,218693,155956,75319,9287,697
전라남도,2016,12,1903914,156736,199894,206423,219492,286240,314488,231176,189990,87370,11346,759
경상북도,2016,12,2700398,222272,264658,308303,339593,421947,460007,336251,225768,107402,13386,811
경상남도,2016,12,3373871,315476,367662,397368,466247,574855,561503,360856,218363,99237,11665,639
제주특별자치도,2016,12,641597,64258,75741,76573,86909,112430,100948,61974,40694,18738,3101,231
전국,2017,01,51704332,4553586,5461374,6755312,7519950,8793768,8431657,5404647,3250299,1337557,178481,17701
서울특별시,2017,01,9930478,758597,930398,1442058,1618777,1677540,1569688,1080480,606207,209628,31570,5535
부산광역시,2017,01,3496779,266404,323756,454531,482123,557439,609488,456548,247615,86799,10495,1581
대구광역시,2017,01,2484688,206623,273007,330190,332770,431212,422407,271822,150948,58581,6536,592
인천광역시,2017,01,2944009,268663,310490,406451,449259,512057,503093,276401,148389,59819,8622,765
광주광역시,2017,01,1469583,140398,186873,201676,212813,256156,223418,133348,79717,30673,4157,354
대전광역시,2017,01,1514354,141575,175204,212746,222633,264132,239199,144478,78186,31706,4183,312
울산광역시,2017,01,1171656,115603,132064,158617,176545,206433,205314,109791,47551,17384,2212,142
세종특별자치시,2017,01,244939,35128,27447,26699,46063,44726,29646,18320,10879,5275,706,50
경기도,2017,01,12728620,1248617,1435457,1688217,1953339,2313508,2031171,1117929,643304,257927,35824,3327
강원도,2017,01,1549212,120884,162428,184243,184826,245939,271483,183384,132976,54206,8178,665
충청북도,2017,01,1591674,141032,171083,197962,212114,259543,264864,171535,114279,52314,6468,480
충청남도,2017,01,2097406,196865,221800,245696,294464,335892,324508,226659,158921,81689,10171,741
전라북도,2017,01,1863298,156566,206800,219128,224768,295287,299464,218974,156410,75802,9397,702
전라남도,2017,01,1902380,156136,198916,206022,218723,286021,314767,231431,189937,88215,11453,759
경상북도,2017,01,2698803,221625,263535,307289,338631,421271,459930,337929,225927,108246,13605,815
경상남도,2017,01,3374065,314763,366444,397092,465393,574085,561965,363249,218283,100333,11816,642
제주특별자치도,2017,01,642388,64107,75672,76695,86709,112527,101252,62369,40770,18960,3088,239
전국,2017,02,51712221,4546447,5442982,6741662,7510569,8779846,8454764,5416992,3273742,1346869,180505,17843
서울특별시,2017,02,9931412,756305,928179,1441641,1617132,1674901,1571938,1080899,611823,211130,31892,5572
부산광역시,2017,02,3495478,266012,322597,453546,481180,555913,609450,457624,249488,87459,10625,1584
대구광역시,2017,02,2484578,206544,271870,329868,332173,430028,423302,272491,152048,59016,6637,601
인천광역시,2017,02,2944266,267983,309492,405758,448631,510911,504515,277473,149815,60163,8750,775
광주광역시,2017,02,1468527,140020,185827,201179,212253,256046,224019,133269,80458,30882,4222,352
대전광역시,2017,02,1513877,141149,174488,212722,221984,263419,239921,144908,78864,31865,4243,314
울산광역시,2017,02,1169957,115232,131089,157913,176207,205526,205815,110339,47932,17518,2243,143
세종특별자치시,2017,02,247600,35634,27958,26670,46517,45401,29879,18479,11003,5295,714,50
경기도,2017,02,12741266,1247928,1431732,1686087,1952096,2312067,2040501,1122561,648911,259860,36162,3361
강원도,2017,02,1548252,120571,161718,183231,184516,245179,271874,184064,133632,54566,8229,672
충청북도,2017,02,1592001,140886,170339,197452,212175,258576,265799,172311,114744,52683,6559,477
충청남도,2017,02,2099924,196896,221330,244871,294892,335773,325992,227220,159576,82333,10292,749
전라북도,2017,02,1861955,156134,205933,218020,224212,294686,300490,218474,157555,76211,9530,710
전라남도,2017,02,1900797,155830,197904,204947,218048,285899,315211,230949,190839,88833,11566,771
경상북도,2017,02,2696329,220861,262283,305592,337654,420218,460607,338730,226802,108959,13802,821
경상남도,2017,02,3372266,314171,364733,395396,464176,572436,563778,364727,219212,101050,11941,646
제주특별자치도,2017,02,643736,64291,75510,76769,86723,112867,101673,62474,41040,19046,3098,245
전국,2017,03,51714935,4536968,5424384,6756879,7491114,8752673,8466159,5444588,3282572,1359806,182301,17491
서울특별시,2017,03,9926968,754248,924576,1447067,1612312,1668884,1570953,1084523,614087,212826,32097,5395
부산광역시,2017,03,3493041,265521,320977,453694,479900,553516,608866,459477,250471,88349,10719,1551
대구광역시,2017,03,2483488,206099,270348,330352,331146,428075,424052,273659,152751,59670,6738,598
인천광역시,2017,03,2944630,267305,308300,406720,447496,509397,505211,279462,150554,60614,8806,765
광주광역시,2017,03,1467766,139626,184887,201557,211228,255676,224529,133819,80552,31243,4298,351
대전광역시,2017,03,1512189,140473,173692,213220,221018,262214,240057,145668,79142,32109,4280,316
울산광역시,2017,03,1168843,115001,130271,157696,175566,204586,206273,111162,48166,17707,2273,142
세종특별자치시,2017,03,251178,36209,28408,27105,47201,46010,30254,18761,11093,5350,739,48
경기도,2017,03,12753983,1245975,1428867,1692563,1948815,2307081,2046690,1130102,651550,262557,36486,3297
강원도,2017,03,1547735,120155,161409,183295,183829,244189,271784,185345,133726,55065,8277,661
충청북도,2017,03,1591697,140599,169439,197678,211648,257489,266189,173537,114703,53310,6621,484
충청남도,2017,03,2102327,196817,220981,245479,294399,335305,326919,228379,159823,83087,10401,737
전라북도,2017,03,1860485,155559,205067,218389,223108,293773,300734,219049,157677,76774,9656,699
전라남도,2017,03,1899441,155359,197176,204585,217400,284906,315529,231514,190646,89775,11790,761
경상북도,2017,03,2694544,220159,261187,305191,336422,418357,460907,340382,227036,110148,13950,805
경상남도,2017,03,3371696,313635,363418,395340,462817,570063,565230,366990,219457,102047,12065,634
제주특별자치도,2017,03,644924,64228,75381,76948,86809,113152,101982,62759,41138,19175,3105,247
전국,2017,04,51722903,4526269,5408061,6766120,7481670,8741269,8474119,5463878,3290319,1369796,183911,17491
서울특별시,2017,04,9922745,751866,920609,1448561,1610560,1666030,1570403,1086636,616067,214351,32278,5384
부산광역시,2017,04,3491282,264860,319599,453709,479150,552179,608236,460818,251374,88962,10844,1551
대구광역시,2017,04,2483105,205712,269076,330939,330727,427035,424507,274338,153213,60155,6804,599
인천광역시,2017,04,2945305,266632,307228,407153,447083,508699,505803,280787,151252,61003,8893,772
광주광역시,2017,04,1467002,139159,184326,201867,210610,255319,224641,134196,80710,31497,4326,351
대전광역시,2017,04,1511396,139857,173046,213590,220690,261533,240157,146213,79333,32367,4295,315
울산광역시,2017,04,1168501,114829,129736,157722,175224,204084,206505,111759,48351,17860,2288,143
세종특별자치시,2017,04,254112,36625,28865,27315,47759,46675,30606,18980,11110,5388,744,45
경기도,2017,04,12763961,1243421,1426541,1695679,1946982,2306053,2051245,1135553,653867,264470,36853,3297
강원도,2017,04,1547579,119673,160924,183469,183363,243807,271720,186302,133804,55511,8336,670
충청북도,2017,04,1592492,140234,169123,198290,211330,257011,266564,174317,114779,53660,6701,483
충청남도,2017,04,2104463,196681,220600,245908,294329,335184,327610,229339,159869,83718,10490,735
전라북도,2017,04,1859703,154951,204336,218703,222476,293205,301035,219396,157896,77256,9755,694
전라남도,2017,04,1899604,154989,196467,204975,217012,284707,315665,232053,190529,90535,11913,759
경상북도,2017,04,2693810,219544,260167,305275,335703,417363,461243,341440,227079,111079,14108,809
경상남도,2017,04,3371703,313005,362180,395699,461845,568977,565910,368701,219868,102711,12172,635
제주특별자치도,2017,04,646140,64231,75238,77266,86827,113408,102269,63050,41218,19273,3111,249
전국,2017,05,51732586,4519915,5392999,6773950,7473487,8730445,8479519,5482102,3301064,1376666,184896,17543
서울특별시,2017,05,9919016,750415,916728,1450077,1609057,1663287,1568973,1088635,618465,215576,32406,5397
부산광역시,2017,05,3489212,264506,318265,453680,478079,551077,607456,461967,252317,89392,10918,1555
대구광역시,2017,05,2482476,205424,267992,331441,329941,426008,424968,274987,153854,60424,6835,602
인천광역시,2017,05,2946270,266173,306342,407552,446633,508212,506294,282019,152076,61241,8956,772
광주광역시,2017,05,1466741,138843,183595,202367,210141,255027,224792,134573,81019,31691,4343,350
대전광역시,2017,05,1509587,139243,172070,213921,220003,260824,240095,146714,79599,32489,4310,319
울산광역시,2017,05,1167960,114558,129335,157641,174761,203636,206771,112242,48602,17963,2307,144
세종특별자치시,2017,05,259157,37436,29408,27900,48729,47634,31233,19330,11233,5473,736,45
경기도,2017,05,12775175,1241807,1424877,1698627,1945825,2305017,2055054,1141005,656592,266005,37056,3310
강원도,2017,05,1547453,119389,160342,183398,183104,243365,271831,187175,134039,55758,8383,669
충청북도,2017,05,1592573,139933,168630,198608,211082,256433,266819,175104,114932,53808,6741,483
충청남도,2017,05,2105959,196569,220167,246284,294449,334985,327996,230114,160107,84037,10510,741
전라북도,2017,05,1858927,154587,203887,218824,221894,292550,301148,219600,158305,77622,9818,692
전라남도,2017,05,1899088,154775,195791,204927,216605,284115,315783,232513,190656,91198,11968,757
경상북도,2017,05,2692859,219377,259244,305090,334900,416537,461310,342417,227528,111431,14219,806
경상남도,2017,05,3372586,312618,361226,395947,461386,568133,566383,370357,220421,103202,12268,645
제주특별자치도,2017,05,647547,64262,75100,77666,86898,113605,102613,63350,41319,19356,3122,256
전국,2017,06,51736224,4513039,5379104,6778729,7465288,8729042,8479921,5496858,3313052,1378889,184927,17375
서울특별시,2017,06,9914381,748633,913505,1451061,1606867,1661946,1567324,1090081,621069,216088,32434,5373
부산광역시,2017,06,3486570,264101,317024,453502,477085,550409,606512,462680,253224,89554,10923,1556
대구광역시,2017,06,2481985,205169,267084,331668,329663,425423,424850,275822,154338,60564,6815,589
인천광역시,2017,06,2946915,265540,305539,407927,446220,508289,506343,283187,152794,61357,8959,760
광주광역시,2017,06,1466451,138524,183031,202517,209826,254774,224920,134983,81461,31712,4357,346
대전광역시,2017,06,1508137,138725,171351,213793,219605,260657,239782,147158,79855,32562,4332,317
울산광역시,2017,06,1167525,114371,128905,157644,174378,203391,206879,112687,48795,18003,2327,145
세종특별자치시,2017,06,263056,38022,29850,28380,49490,48421,31716,19587,11299,5521,724,46
경기도,2017,06,12783741,1240394,1423176,1700372,1944396,2305930,2057438,1145539,659590,266614,37039,3253
강원도,2017,06,1547829,119181,159839,183788,182906,243282,271849,187739,134283,55873,8423,666
