city,year,month,pop_sum,pop_0_9,pop_10_19,pop_20_29,pop_30_39,pop_40_49,pop_50_59,pop_60_69,pop_70_79,pop_80_89,pop_90_99,pop_100_
대구광역시,2015,06,2491137,208510,298238,325243,347671,442636,416491,244882,150100,51063,5783,520
인천광역시,2015,06,2914271,271122,331548,400379,457612,519032,487375,245185,141435,52216,7700,667
광주광역시,2015,06,1476974,144464,202463,198827,224919,260828,214218,123556,76253,27415,3718,313
대전광역시,2015,06,1525656,146764,190575,210794,232979,268938,237855,129664,76180,27895,3745,267
울산광역시,2015,06,1169768,115747,143610,157268,181364,214503,198298,95662,45784,15434,1964,134
세종특별자치시,2015,06,185212,25178,20774,20225,34047,32580,23376,13932,10062,4414,591,33
경기도,2015,06,12432063,1245684,1508316,1624110,1972685,2305101,1924017,983989,612123,221555,31597,2886
강원도,2015,06,1547166,123858,175442,183579,191425,252033,267379,165933,131943,47714,7280,580
충청북도,2015,06,1582181,142450,184283,194860,218446,264306,257541,152445,115822,45854,5759,415
충청남도,2015,06,2068444,196772,232917,242003,298577,332116,316893,204632,163040,71783,9069,642
전라북도,2015,06,1869668,160540,223090,217265,235651,302327,292854,204703,156583,67464,8573,618
전라남도,2015,06,1902638,157471,215022,203029,225458,294767,304551,218781,192270,79908,10650,731
경상북도,2015,06,2697791,222838,283738,310327,350119,431626,452423,302930,234340,96562,12178,710
경상남도,2015,06,3356540,317367,393236,392883,481167,583053,545982,322915,219670,89359,10343,565
제주특별자치도,2015,06,615250,62373,78327,72053,85126,109812,93266,55536,39047,16411,3089,210
전국,2015,07,51448183,4598597,5834450,6670062,7715209,8908905,8256304,4914198,3192709,1181435,160624,15690
서울특별시,2015,07,10071654,789134,1010992,1455891,1687656,1719525,1591167,1014922,582461,185867,29122,4917
부산광역시,2015,07,3518955,266196,355099,456455,498306,573623,622605,418915,240762,76392,9153,1449
대구광역시,2015,07,2490799,208457,297024,325496,346928,442307,416706,246018,150251,51301,5789,522
인천광역시,2015,07,2916719,271407,330527,400633,457359,519021,488338,246552,141969,52523,7725,665
광주광역시,2015,07,1476716,144247,201704,199077,224351,260614,214653,123980,76518,27522,3736,314
대전광역시,2015,07,1525195,146650,189742,210907,232375,269055,237873,130122,76438,28010,3753,270
울산광역시,2015,07,1170232,115953,143033,157471,181140,214283,198609,96217,45964,15456,1970,136
세종특별자치시,2015,07,189478,25930,21220,20654,35024,33412,23850,14161,10139,4456,600,32
경기도,2015,07,12444924,1246041,1506001,1626006,1970134,2306912,1928491,989375,614482,222920,31658,2904
강원도,2015,07,1547737,123889,174620,183913,191077,252193,267537,166496,132219,47922,7291,580
충청북도,2015,07,1581840,142536,183425,194955,217849,264258,257636,153051,115949,45991,5773,417
충청남도,2015,07,2069109,196880,232223,241887,297848,332682,317250,205333,163196,72087,9077,646
전라북도,2015,07,1869354,160452,222280,217361,234898,302114,293202,205402,156633,67788,8608,616
전라남도,2015,07,1903046,157586,214237,203234,225223,294332,305120,219185,192598,80110,10680,741
경상북도,2015,07,2698899,223019,282574,310669,349774,431557,453118,304175,234206,96851,12245,711
경상남도,2015,07,3356488,317584,391675,393047,479963,582988,546402,324373,219814,89723,10357,562
제주특별자치도,2015,07,617038,62636,78074,72406,85304,110029,93747,55921,39110,16516,3087,208
전국,2015,08,51465228,4598845,5813684,6674530,7704625,8901858,8268119,4940739,3195528,1189039,162434,15827
서울특별시,2015,08,10063197,787669,1006722,1455011,1683722,1716158,1590184,1018693,583697,187025,29365,4951
부산광역시,2015,08,3517907,266385,353296,456401,497652,572658,621802,421191,241038,76757,9271,1456
대구광역시,2015,08,2490621,208363,295719,326058,345984,441697,417159,247341,150304,51609,5855,532
인천광역시,2015,08,2918982,271455,329473,400966,456998,518765,489390,248205,142312,52946,7801,671
광주광역시,2015,08,1476152,144147,200825,199174,223604,260217,215297,124467,76652,27666,3791,312
대전광역시,2015,08,1524025,146311,188771,211082,231651,268608,237941,130815,76554,28210,3814,268
울산광역시,2015,08,1170640,116058,142389,157539,181028,213970,198967,96938,46050,15561,2005,135
세종특별자치시,2015,08,194173,26881,21772,21083,36069,34365,24268,14405,10179,4506,613,32
경기도,2015,08,12460604,1246899,1502458,1628830,1969205,2306534,1934928,995951,616109,224755,31993,2942
강원도,2015,08,1547646,123808,173926,183624,190755,251950,267867,167285,132317,48170,7358,586
충청북도,2015,08,1581792,142392,182692,195089,217335,263955,258070,153809,115895,46229,5900,426
충청남도,2015,08,2071333,196988,231868,241955,297752,333018,317713,206690,162913,72584,9196,656
전라북도,2015,08,1869025,160296,221355,217342,234243,301827,293604,206236,156566,68274,8664,618
전라남도,2015,08,1903609,157790,213184,203495,225014,293838,305903,219782,192542,80496,10820,745
경상북도,2015,08,2699955,223183,281319,310892,349216,431159,453991,306014,233615,97437,12412,717
경상남도,2015,08,3357120,317434,390062,393328,479023,582909,546891,326673,219588,90141,10503,568
제주특별자치도,2015,08,618447,62786,77853,72661,85374,110230,94144,56244,39197,16673,3073,212
전국,2015,09,51482816,4596648,5791668,6682406,7698049,8890284,8278551,4974345,3191316,1198657,164903,15989
서울특별시,2015,09,10055027,786090,1002134,1453974,1680321,1712858,1589010,1023940,583564,188480,29662,4994
부산광역시,2015,09,3516704,266376,351437,456580,496813,571341,621005,424158,240716,77409,9400,1469
대구광역시,2015,09,2490584,208156,294412,326584,345345,441046,417496,249003,149960,52060,5988,534
인천광역시,2015,09,2920938,271318,328201,401437,457126,517870,490462,250312,142293,53354,7884,681
광주광역시,2015,09,1475590,143857,199970,199429,223023,259673,215790,125192,76660,27836,3848,312
대전광역시,2015,09,1523338,145951,187881,211242,231227,268158,238133,131662,76473,28439,3901,271
울산광역시,2015,09,1170980,115989,141772,157831,180913,213397,199453,97785,46028,15645,2029,138
세종특별자치시,2015,09,197964,27556,22038,21554,37062,34942,24678,14690,10220,4568,624,32
경기도,2015,09,12475565,1247377,1497680,1632349,1969187,2305379,1940939,1004015,616230,226870,32571,2968
강원도,2015,09,1548082,123505,173228,183983,190619,251568,268075,168311,132284,48455,7451,603
충청북도,2015,09,1582080,142256,181914,195334,217092,263553,258548,154797,115548,46594,6009,435
충청남도,2015,09,2072314,196967,231303,242317,297527,332616,317886,208141,162335,73180,9384,658
전라북도,2015,09,1869255,159986,220501,217846,233838,301176,293988,207431,156115,68998,8746,630
전라남도,2015,09,1904402,157840,212356,203987,224796,293417,306419,220771,192097,81035,10939,745
경상북도,2015,09,2700461,223192,280266,311118,348676,430724,454280,308138,232565,98121,12656,725
경상남도,2015,09,3359523,317422,388822,393942,478911,582251,547769,329368,218971,90772,10714,581
제주특별자치도,2015,09,620009,62810,77753,72899,85573,110315,94620,56631,39257,16841,3097,213
전국,2015,10,51500986,4599033,5767909,6686405,7692185,8879796,8291507,5008171,3188491,1206256,165160,16073
서울특별시,2015,10,10045027,785313,996663,1451649,1677248,1709143,1588275,1028883,583325,189809,29714,5005
부산광역시,2015,10,3515689,266657,349370,456571,495998,570408,620287,427137,240453,77894,9435,1479
대구광역시,2015,10,2489847,208084,292862,326782,344478,440162,418213,250639,149679,52418,5991,539
인천광역시,2015,10,2923030,271632,326868,401764,456978,517284,491660,252131,142377,53738,7906,692
광주광역시,2015,10,1474603,143912,199042,199386,222319,258924,216366,125845,76671,27979,3848,311
대전광역시,2015,10,1522288,145700,186954,211289,230573,267821,238261,132539,76360,28610,3902,279
울산광역시,2015,10,1173050,116209,141419,158128,181129,213282,200240,98692,46016,15760,2034,141
세종특별자치시,2015,10,202214,28336,22466,21953,38152,35692,25078,15007,10274,4602,621,33
경기도,2015,10,12491080,1248546,1492787,1635095,1969890,2304351,1947087,1012511,616573,228589,32665,2986
강원도,2015,10,1549221,123460,172599,184423,190391,251356,268472,169437,132230,48762,7486,605
충청북도,2015,10,1582656,142241,181203,195824,216825,263150,258880,155856,115390,46841,6009,437
충청남도,2015,10,2073340,197123,230633,242454,297469,332576,317977,209605,161765,73676,9390,672
전라북도,2015,10,1869297,159957,219456,218191,233364,300581,294397,208627,155928,69411,8751,634
전라남도,2015,10,1905616,157966,211401,204386,224857,292830,307298,222006,191811,81399,10920,742
경상북도,2015,10,2700878,223241,279173,311194,348225,429921,455084,310268,231847,98561,12639,725
경상남도,2015,10,3361489,317638,387422,394192,478579,581879,548836,331900,218503,91203,10756,581
제주특별자치도,2015,10,621661,63018,77591,73124,85710,110436,95096,57088,39289,17004,3093,212
전국,2015,11,51515399,4598486,5744938,6691310,7685597,8871542,8304828,5039393,3183732,1214168,165265,16140
서울특별시,2015,11,10035597,783962,991833,1449761,1673798,1706137,1588093,1033073,583050,191167,29702,5021
부산광역시,2015,11,3514842,266791,347612,456514,495118,569550,619825,429959,240093,78421,9476,1483
대구광역시,2015,11,2489339,207976,291425,326987,343714,439715,418720,252187,149341,52744,5989,541
인천광역시,2015,11,2924578,271663,325836,401863,456772,516863,492602,253876,142333,54163,7911,696
광주광역시,2015,11,1474910,143793,198327,199499,221996,258780,216880,126678,76643,28133,3870,311
대전광역시,2015,11,1521142,145422,186114,211041,230066,267472,238450,133322,76248,28824,3903,280
울산광역시,2015,11,1174051,116239,140834,158457,181262,212840,200860,99550,45967,15848,2055,139
세종특별자치시,2015,11,206044,29037,22825,22440,39059,36352,25419,15294,10330,4634,620,34
경기도,2015,11,12504790,1249456,1486308,1638053,1970648,2303870,1953744,1019970,616494,230533,32704,3010
강원도,2015,11,1549178,123203,172029,184652,190040,250942,268608,170467,131999,49089,7543,606
충청북도,2015,11,1583053,142199,180519,196176,216567,262842,259198,156884,115057,47181,5993,437
충청남도,2015,11,2074956,197156,230053,243015,297283,332731,318264,211041,161221,74126,9390,676
전라북도,2015,11,1869654,159789,218814,218501,233128,300027,294826,209814,155594,69773,8747,641
전라남도,2015,11,1905373,157830,210552,205080,224492,291922,307820,223023,191365,81650,10890,749
경상북도,2015,11,2702186,223275,278410,311317,348074,429440,456001,312286,230933,99089,12637,724
경상남도,2015,11,3362754,317659,385975,394573,477890,581516,549937,334444,217758,91678,10744,580
제주특별자치도,2015,11,622952,63036,77472,73381,85690,110543,95581,57525,39306,17115,3091,212
전국,2015,12,51529338,4601688,5717089,6699048,7670966,8858993,8324791,5073279,3176437,1225210,165628,16209
서울특별시,2015,12,10022181,783299,985790,1447221,1668253,1701609,1588333,1037752,582367,192801,29719,5037
부산광역시,2015,12,3513777,267227,345503,456514,493958,568218,619703,432899,239641,79128,9497,1489
대구광역시,2015,12,2487829,208115,289590,326755,342633,438674,419653,253693,148884,53282,6007,543
인천광역시,2015,12,2925815,271758,324530,402113,455898,516105,494119,255834,142147,54650,7960,701
광주광역시,2015,12,1472199,143700,197005,198686,221036,258049,217366,127348,76489,28346,3860,314
대전광역시,2015,12,1518775,145049,184964,210749,228720,267008,238664,134281,76136,29005,3918,281
울산광역시,2015,12,1173534,116241,139958,158615,180833,211988,201390,100468,45817,16011,2074,139
세종특별자치시,2015,12,210884,29825,23398,23043,40025,37370,25872,15614,10351,4718,634,34
경기도,2015,12,12522606,1251234,1479739,1644870,1969170,2302937,1962003,1027712,616198,232931,32804,3008
강원도,2015,12,1549507,123275,171073,184802,189754,250407,269286,171452,131730,49542,7578,608
충청북도,2015,12,1583952,142319,179628,196456,216258,262133,260270,158194,114586,47691,5977,440
충청남도,2015,12,2077649,197236,229214,244233,296909,333108,318857,212781,160439,74759,9433,680
전라북도,2015,12,1869711,159824,217813,218698,232517,299535,295583,210933,155007,70437,8725,639
전라남도,2015,12,1908996,158142,209957,206551,224820,291730,308904,224235,190822,82190,10892,753
경상북도,2015,12,2702826,223394,277327,311383,347557,428513,456781,314821,229763,99895,12658,734
경상남도,2015,12,3364702,317867,384287,394794,476814,580967,551878,337382,216802,92498,10817,596
제주특별자치도,2015,12,624395,63183,77313,73565,85811,110642,96129,57880,39258,17326,3075,213
전국,2016,01,51541582,4594949,5690509,6697247,7654349,8870339,8327348,5112993,3174639,1235667,167160,16382
서울특별시,2016,01,10018537,781313,979642,1446530,1665000,1703039,1585781,1044613,583179,194410,29946,5084
부산광역시,2016,01,3513361,267210,343563,456260,492709,568326,618697,436015,239627,79843,9614,1497
대구광역시,2016,01,2487823,207855,288139,326664,341615,438685,419891,255804,148668,53871,6079,552
인천광역시,2016,01,2927195,271371,323027,402016,455227,516796,494525,258127,142215,55143,8031,717
광주광역시,2016,01,1472802,143317,196160,198961,220365,258514,218016,128128,76555,28586,3883,317
대전광역시,2016,01,1518024,144486,183932,210773,228030,267299,238453,135437,76128,29250,3946,290
울산광역시,2016,01,1173568,116123,139260,158570,180461,211919,201644,101429,45767,16176,2077,142
세종특별자치시,2016,01,215418,30560,24047,23487,40821,38456,26238,15956,10409,4768,638,38
경기도,2016,01,12536474,1250090,1474608,1646634,1965710,2308375,1965240,1037701,617033,234898,33140,3045
강원도,2016,01,1549193,122989,169944,184411,189345,250703,269293,172600,131714,49923,7663,608
충청북도,2016,01,1583982,142041,178713,196110,215767,262330,260374,159814,114281,48085,6023,444
충청남도,2016,01,2078572,197076,228440,243892,296421,333978,318774,214452,159947,75411,9500,681
전라북도,2016,01,1868354,159242,216693,218347,231542,299707,295755,212002,154631,70994,8790,651
전라남도,2016,01,1906904,157798,208762,205868,223787,291653,309062,225205,190365,82724,10921,759
경상북도,2016,01,2701160,222988,275859,310561,346332,428564,456513,317353,228623,100803,12821,743
경상남도,2016,01,3364764,317337,382545,394511,475552,581039,552570,340177,216134,93316,10984,599
제주특별자치도,2016,01,625451,63153,77175,73652,85665,110956,96522,58180,39363,17466,3104,215
전국,2016,02,51555409,4594530,5665911,6686810,7645512,8871018,8343066,5145142,3171550,1247046,168299,16525
서울특별시,2016,02,10014261,779133,975522,1444722,1662390,1702392,1585270,1049761,583828,196021,30082,5140
부산광역시,2016,02,3513192,267547,341948,455381,492024,567924,618686,438271,239618,80549,9738,1506
대구광역시,2016,02,2486589,207794,286408,326194,340817,437990,420360,257492,148382,54463,6130,559
인천광역시,2016,02,2928596,271264,321689,401688,454631,516767,495610,260218,142312,55616,8077,724
광주광역시,2016,02,1472153,143034,195121,198440,220057,258612,218568,128732,76504,28861,3908,316
대전광역시,2016,02,1517716,144294,182910,210829,227425,267403,238543,136533,76025,29506,3955,293
울산광역시,2016,02,1173143,116114,138316,158169,180252,211437,202333,102225,45760,16307,2087,143
세종특별자치시,2016,02,220108,31542,24657,23791,41651,39612,26655,16274,10408,4835,644,39
경기도,2016,02,12551398,1250827,1469954,1646325,1964400,2310170,1972707,1045951,617387,237204,33404,3069
강원도,2016,02,1548016,122964,168963,183499,188962,250237,269618,173589,131561,50294,7715,614
충청북도,2016,02,1583781,141867,177652,195649,215423,262073,261093,161016,113865,48615,6076,452
충청남도,2016,02,2080030,197327,227577,243193,296164,334876,319158,215932,159326,76234,9555,688
전라북도,2016,02,1867534,159169,215535,217398,231136,299815,296276,212851,154307,71584,8808,655
전라남도,2016,02,1905700,157812,207423,204770,223916,291388,309650,225931,189550,83491,11005,764
경상북도,2016,02,2701055,223034,274634,309250,345824,428364,457384,319477,227631,101780,12931,746
경상남도,2016,02,3364695,317286,380621,393659,474504,580670,554177,342351,215645,94103,11077,602
제주특별자치도,2016,02,627442,63522,76981,73853,85936,111288,96978,58538,39441,17583,3107,215
전국,2016,03,51569536,4592034,5644241,6701697,7621866,8844571,8365142,5181151,3173936,1258617,169599,16682
서울특별시,2016,03,10009588,777525,971734,1449162,1655505,1696714,1585521,1055287,585094,197651,30197,5198
부산광역시,2016,03,3512444,267817,339972,455806,490697,565656,618845,440659,240263,81352,9859,1518
대구광역시,2016,03,2486059,207527,284798,326991,339696,435928,421403,259553,148405,55043,6156,559
인천광역시,2016,03,2929817,271140,320198,402644,453582,515143,497201,262284,142669,56084,8142,730
광주광역시,2016,03,1471618,142712,194187,198932,219051,257796,219605,129353,76661,29057,3943,321
대전광역시,2016,03,1517118,143943,182255,211218,226375,266508,238962,137569,76173,29833,3979,303
울산광역시,2016,03,1172959,116163,137526,158260,179741,210347,203149,103175,45900,16455,2102,141
세종특별자치시,2016,03,223461,32036,24965,24300,42300,40199,27044,16569,10452,4903,653,40
경기도,2016,03,12565891,1250504,1465692,1652917,1959648,2305986,1981226,1054972,618469,239693,33695,3089
강원도,2016,03,1547845,122760,168507,183353,188147,249115,270297,174901,131523,50814,7810,618
충청북도,2016,03,1584325,141953,176864,195886,214621,261368,261758,162370,113748,49177,6124,456
충청남도,2016,03,2081092,197300,226895,243378,295297,334439,319822,217552,159064,77037,9603,705
전라북도,2016,03,1866691,158992,214465,217400,230200,298792,297115,214033,154017,72099,8912,666
전라남도,2016,03,1905239,157781,206618,204591,223140,289977,311003,226781,189286,84174,11133,755
경상북도,2016,03,2701148,223212,273568,308768,344897,426690,458314,322153,227019,102753,13015,759
경상남도,2016,03,3365021,317005,379126,393968,472829,578813,556088,344904,215790,94722,11168,608
제주특별자치도,2016,03,629220,63664,76871,74123,86140,111100,97789,59036,39403,17770,3108,216
전국,2016,04,51584349,4589971,5625497,6710747,7607280,8840324,8376044,5206008,3172886,1268018,170776,16798
서울특별시,2016,04,10002979,776229,967248,1450009,1651517,1694542,1584920,1058292,585577,199040,30374,5231
부산광역시,2016,04,3511974,267973,338396,455931,489987,564914,618318,442684,240402,81874,9967,1528
대구광역시,2016,04,2485663,207358,283642,327574,338822,435344,421572,260937,148082,55579,6192,561
인천광역시,2016,04,2932141,271163,319158,403325,453080,515044,498215,263719,143007,56490,8210,730
광주광역시,2016,04,1471819,142509,193524,199514,218516,257653,220095,129776,76669,29267,3971,325
대전광역시,2016,04,1516904,143709,181432,211706,225760,266398,239034,138380,76113,30080,3989,303
울산광역시,2016,04,1172925,116209,136908,158395,179280,210071,203428,103884,45935,16567,2108,140
세종특별자치시,2016,04,225488,32287,25092,24568,42750,40619,27284,16756,10457,4977,657,41
경기도,2016,04,12578597,1250060,1462243,1656720,1957095,2306756,1986721,1061006,619561,241365,33947,3123
강원도,2016,04,1548170,122656,168249,183328,187429,248900,270463,175987,131516,51143,7875,624
충청북도,2016,04,1585312,141849,176511,196506,213984,261245,262193,163314,113454,49627,6166,463
충청남도,2016,04,2082319,197235,226532,243376,294677,334707,320358,218824,158611,77619,9680,700
전라북도,2016,04,1866184,158858,213600,217530,229454,298595,297513,214562,153893,72562,8951,666
전라남도,2016,04,1904917,157725,205881,204595,222638,289513,311827,227257,188674,84840,11208,759
경상북도,2016,04,2701238,223292,272494,308664,344059,426213,458853,324021,226013,103771,13083,775
경상남도,2016,04,3366658,317006,377773,394554,471941,578451,557048,347223,215408,95348,11295,611
제주특별자치도,2016,04,631061,63853,76814,74452,86291,111359,98202,59386,39514,17869,3103,218
전국,2016,05,51601265,4589294,5608884,6717800,7598284,8832331,8383855,5229057,3177608,1275932,171324,16896
서울특별시,2016,05,9995784,775290,962897,1450036,1648257,1692118,1583410,1060813,586992,200222,30507,5242
부산광역시,2016,05,3510833,267962,336752,456042,489524,563848,617585,444263,241008,82346,9973,1530
대구광역시,2016,05,2485134,207367,282346,327979,338084,434533,421675,262242,148181,55929,6233,565
인천광역시,2016,05,2933959,271275,318212,403800,452679,514626,498968,265194,143418,56828,8226,733
광주광역시,2016,05,1472317,142421,192885,200073,218277,257209,220619,130160,76911,29450,3979,333
대전광역시,2016,05,1516494,143484,180714,211926,225304,266048,239094,139141,76184,30308,3984,307
울산광역시,2016,05,1173147,116405,136360,158517,179074,209534,203726,104541,46061,16661,2129,139
세종특별자치시,2016,05,227972,32695,25357,24811,43282,41117,27571,16952,10482,5013,650,42
경기도,2016,05,12594829,1250062,1460785,1660281,1955891,2306755,1992023,1067273,621555,242944,34103,3157
강원도,2016,05,1547821,122462,167506,183150,186990,248672,270617,176829,131622,51438,7905,630
충청북도,2016,05,1586414,141836,176137,196739,213927,260973,262591,164173,113349,50047,6176,466
충청남도,2016,05,2084034,197356,226004,243449,294573,334951,320648,220083,158320,78243,9694,713
전라북도,2016,05,1865634,158731,212832,217711,228693,298251,297799,214975,154057,72955,8959,671
전라남도,2016,05,1904449,157503,205270,204770,222072,288900,312231,227634,188689,85372,11250,758
경상북도,2016,05,2701912,223454,271495,308824,343782,425540,459143,325783,225633,104374,13105,779
경상남도,2016,05,3367730,316999,376644,394969,471295,577802,557564,349214,215477,95816,11335,615
제주특별자치도,2016,05,632802,63992,76688,74723,86580,111454,98591,59787,39669,17986,3116,216
전국,2016,06,51619330,4587808,5594214,6723602,7598730,8825116,8388599,5246856,3186495,1279439,171492,16979
서울특별시,2016,06,9989795,774096,959379,1449303,1646557,1690150,1581825,1062651,589380,200671,30502,5281
부산광역시,2016,06,3509462,268054,335253,456073,489429,562851,616761,445405,241603,82507,9990,1536
대구광역시,2016,06,2484864,207370,281340,328240,337813,434018,421576,263286,148349,56089,6218,565
인천광역시,2016,06,2935314,271059,317340,404217,452976,514105,499403,266309,143960,56959,8250,736
광주광역시,2016,06,1472285,142393,192162,200348,218082,256924,220766,130445,77340,29496,3993,336
대전광역시,2016,06,1516208,143289,180097,212176,225236,265711,238953,139590,76478,30377,3993,308
울산광역시,2016,06,1173143,116396,135912,158610,179088,209022,203866,105093,46169,16729,2120,138
세종특별자치시,2016,06,230327,33038,25596,25081,43802,41514,27839,17168,10561,5038,646,44
경기도,2016,06,12610877,1249989,1459264,1663551,1957186,2306740,1995924,1072618,624225,244072,34137,3171
강원도,2016,06,1548603,122444,166947,183624,187035,248222,270858,177531,131761,51623,7929,629
충청북도,2016,06,1586943,141785,175614,196871,214037,260669,262841,164795,113521,50137,6206,467
충청남도,2016,06,2085844,197385,225657,243791,295006,334905,321026,220751,158528,78366,9719,710
전라북도,2016,06,1865900,158625,212270,217811,228729,297926,297961,215278,154461,73182,8981,676
전라남도,2016,06,1904314,157359,204572,204947,221979,288450,312590,227932,188960,85527,11240,758
경상북도,2016,06,2702385,223555,270725,308623,343747,425019,459422,327191,225604,104601,13118,780
경상남도,2016,06,3368792,316916,375526,395343,471377,577247,558033,350684,215690,96016,11337,623
제주특별자치도,2016,06,634274,64055,76560,74993,86651,111643,98955,60129,39905,18049,3113,221
전국,2016,07,51634618,4585234,5577221,6727852,7599212,8814453,8394799,5264186,3197171,1285312,172098,17080
서울특별시,2016,07,9981673,772511,955224,1448063,1644471,1687369,1580169,1064322,592112,201468,30644,5320
부산광역시,2016,07,3508095,267991,333691,455887,489380,561534,615997,446634,242439,82939,10057,1546
대구광역시,2016,07,2484856,207284,280104,328774,337643,433238,421796,264200,148706,56317,6223,571
인천광역시,2016,07,2937217,270907,316490,404592,453322,513481,500079,267499,144547,57280,8278,742
광주광역시,2016,07,1472481,142239,191418,200796,217730,256651,221127,130750,77807,29607,4015,341
대전광역시,2016,07,1516291,143162,179362,212398,225280,265307,239014,140092,76780,30576,4008,312
울산광역시,2016,07,1173066,116309,135397,158664,179036,208515,204058,105658,46333,16823,2136,137
세종특별자치시,2016,07,232117,33237,25809,25261,44165,41860,28071,17308,10654,5054,653,45
경기도,2016,07,12629325,1250465,1458007,1666587,1959277,2306304,2000547,1077896,627165,245624,34256,3197
강원도,2016,07,1548636,122208,166292,183440,187169,247719,271117,178143,132090,51883,7945,630
충청북도,2016,07,1587539,141759,174975,197009,214211,260384,262992,165406,113842,50275,6221,465
충청남도,2016,07,2086737,197291,225066,243809,295431,334724,321184,221283,158745,78755,9737,712
전라북도,2016,07,1865612,158422,211435,218070,228645,297269,298180,215581,154835,73490,9010,675
전라남도,2016,07,1903692,157228,203786,204924,221817,287713,312953,228237,189239,85755,11285,755
경상북도,2016,07,2702210,223435,269584,308607,343388,424366,459797,328472,225695,104968,13111,787
경상남도,2016,07,3369271,316662,374191,395586,471395,576237,558446,352233,216111,96376,11415,619
제주특별자치도,2016,07,635800,64124,76390,75385,86852,111782,99272,60472,40071,18122,3104,226
전국,2016,08,51649552,4584589,5560838,6732540,7586710,8811217,8398687,5284007,3209957,1291027,172792,17188
서울특별시,2016,08,9971111,770120,951512,1448168,1639332,1684789,1577632,1066148,595073,202274,30716,5347
부산광역시,2016,08,3507205,268088,332082,455920,488866,560869,614765,448014,243602,83353,10087,1559
대구광역시,2016,08,2485537,207495,279137,329234,337000,432983,421902,265073,149339,56536,6261,577
인천광역시,2016,08,2938902,270885,315503,404941,452893,513264,500567,268805,145402,57586,8313,743
광주광역시,2016,08,1472432,142099,190649,201117,216833,256782,221524,131170,78121,29739,4050,348
대전광역시,2016,08,1516165,142954,178840,212578,224937,265049,238924,140699,77158,30683,4027,316
울산광역시,2016,08,1173005,116313,134977,158585,178741,208126,204241,106279,46580,16864,2162,137
세종특별자치시,2016,08,234510,33704,26152,25455,44581,42387,28265,17478,10704,5078,660,46
경기도,2016,08,12649894,1251981,1456345,1669532,1959035,2308125,2005051,1084262,630717,247135,34493,3218
강원도,2016,08,1548844,122044,165752,183371,186848,247465,271241,178915,132523,52075,7973,637
충청북도,2016,08,1588025,141821,174266,197180,213914,260208,263197,166131,114111,50478,6254,465
충청남도,2016,08,2088268,197396,224435,243968,295321,334841,321661,222101,158855,79204,9766,720
전라북도,2016,08,1865232,158271,210649,218266,227835,297198,298191,216153,155122,73802,9055,690
전라남도,2016,08,1902883,157339,202838,204759,221028,287568,313132,228618,189530,86045,11272,754
경상북도,2016,08,2701293,223331,268492,308212,342506,423824,459902,329679,226178,105196,13177,796
경상남도,2016,08,3369074,316452,372957,395593,470269,575690,558879,353685,216710,96794,11427,618
제주특별자치도,2016,08,637172,64296,76252,75661,86771,112049,99613,60797,40232,18185,3099,217
전국,2016,09,51664244,4580953,5541832,6740104,7579392,8803308,8402797,5305289,3221102,1298530,173623,17314
서울특별시,2016,09,9964291,768322,947475,1447597,1636492,1682678,1575291,1069049,597742,203421,30860,5364
부산광역시,2016,09,3505821,267983,330282,456018,488149,560034,613615,449407,244812,83849,10107,1565
대구광역시,2016,09,2485692,207382,277951,329712,336436,432411,422004,266221,149874,56832,6285,584
인천광역시,2016,09,2940436,270701,314471,405483,452643,512809,501030,270131,146097,57978,8343,750
광주광역시,2016,09,1472379,141766,189999,201589,216190,256645,221934,131496,78471,29861,4073,355
대전광역시,2016,09,1516241,142806,178101,212885,224664,264785,238878,141492,77408,30865,4038,319
울산광역시,2016,09,1172965,116233,134478,158702,178566,207567,204467,106820,46910,16916,2169,137
세종특별자치시,2016,09,236134,33936,26311,25611,44875,42795,28444,17626,10727,5098,663,48
경기도,2016,09,12666278,1252026,1452867,1673253,1959321,2307997,2009504,1090555,633657,249066,34776,3256
강원도,2016,09,1549483,121952,165171,183822,186600,247192,271231,179716,132707,52442,8007,643
충청북도,2016,09,1588548,141791,173635,197392,213686,259909,263362,167062,114215,50751,6272,473
충청남도,2016,09,2089831,197239,223982,244278,295342,334717,322296,222905,158896,79627,9824,725
전라북도,2016,09,1864729,158010,209773,218483,227506,296522,298286,216711,155466,74181,9097,694
전라남도,2016,09,1902077,157172,202014,204841,220526,287108,313229,229061,189794,86312,11264,756
경상북도,2016,09,2701445,223223,267521,308368,342098,423125,459922,331101,226380,105708,13200,799
경상남도,2016,09,3369695,316198,371637,396136,469560,574892,559326,354901,217528,97340,11551,626
제주특별자치도,2016,09,638199,64213,76164,75934,86738,112122,99978,61035,40418,18283,3094,220
전국,2016,10,51677054,4575391,5519802,6748384,7570099,8795490,8408528,5331633,3229523,1306354,174437,17413
서울특별시,2016,10,9954791,765964,942620,1446707,1632960,1680343,1573336,1071842,599905,204696,31007,5411
부산광역시,2016,10,3503789,267745,328490,455887,487137,559154,612345,451348,245590,84382,10143,1568
대구광역시,2016,10,2485484,207088,276545,330202,335652,431872,422059,267974,150040,57148,6313,591
인천광역시,2016,10,2941793,270281,313281,406140,452136,512331,501563,271718,146727,58451,8415,750
광주광역시,2016,10,1471911,141430,189203,201895,215321,256465,222322,131951,78859,29999,4111,355
