시도별,경제활동별,항목,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년
대구광역시,　　비금속광물 및 금속제품 제조업,명목,1750186,1808802,1780363,2152305,2327042,2488007,2541209,2649474,2708939,2749605,2735965,2822392,2825409,2623112,3146417,3470087
대구광역시,　　비금속광물 및 금속제품 제조업,실질,2143305,1985316,1681333,2215919,2300173,2462806,2468949,2576514,2708939,2694774,2673364,2772504,2700852,2473805,2504909,2405433
대구광역시,　　비금속광물 및 금속제품 제조업,실질기여도,0.22,-0.36,-0.74,1.49,0.2,0.39,0.01,0.24,0.28,-0.03,-0.04,0.19,-0.13,-0.41,0.06,-0.2
대구광역시,　　전기 전자 및 정밀기기 제조업,명목,976009,830139,850146,953573,1219511,1310940,1453066,1498585,1567094,1573911,1754253,1955418,1598645,1583371,1937255,2377205
대구광역시,　　전기 전자 및 정밀기기 제조업,실질,1030723,953079,943307,962273,1237148,1311091,1435524,1532713,1567094,1586000,1621007,1846763,1744176,1726233,2147988,2677582
대구광역시,　　전기 전자 및 정밀기기 제조업,실질기여도,0.28,-0.2,-0.02,0.05,0.67,0.17,0.28,0.21,0.07,0.04,0.07,0.45,-0.19,-0.03,0.67,0.78
대구광역시,　　기계 운송장비 및 기타 제품 제조업,명목,1931253,1866840,1991545,2371064,2649219,2828516,2873471,2865234,3173614,3182728,3386570,3390777,3373153,2986541,3071725,3239946
대구광역시,　　기계 운송장비 및 기타 제품 제조업,실질,2177346,2214088,2069299,2724592,3018621,3160476,3110634,3058532,3173614,3003992,3315788,3366727,3202280,2792583,3306380,3459035
대구광역시,　　기계 운송장비 및 기타 제품 제조업,실질기여도,0.55,0.09,-0.33,1.66,0.63,0.29,-0.1,-0.1,0.22,-0.33,0.62,0.09,-0.29,-0.74,0.95,0.23
대구광역시,"전기, 가스, 증기 및 공기 조절 공급업",명목,210381,97023,117166,125587,92601,107643,137294,225559,345374,365538,316605,268493,276247,410490,324898,108057
대구광역시,"전기, 가스, 증기 및 공기 조절 공급업",실질,301994,237715,208138,174450,145322,150912,185555,246613,345374,372843,394464,377427,384650,542293,512736,376998
대구광역시,"전기, 가스, 증기 및 공기 조절 공급업",실질기여도,0.05,-0.12,-0.03,-0.05,-0.05,0.01,0.06,0.1,0.19,0.05,0.04,-0.02,0.01,0.19,-0.04,-0.14
대구광역시,건설업,명목,2327579,2234740,1683505,1673113,1652056,1737642,2212768,2394092,2903947,3079150,2721030,2639129,2951111,3578772,4093837,4312645
대구광역시,건설업,실질,3062612,2889618,2146831,2101394,1972739,1989107,2424267,2528618,2903947,3002378,2552943,2358042,2507401,2972764,3295073,3358490
대구광역시,건설업,실질기여도,0.66,-0.36,-1.54,-0.09,-0.25,0.03,0.85,0.2,0.73,0.19,-0.87,-0.38,0.29,0.94,0.67,0.13
대구광역시,서비스업,명목,23584616,24883843,25924020,27549742,28794248,30164161,31084357,32279683,33867650,34622427,36283067,37847305,39293506,38807607,40357431,41371566
대구광역시,서비스업,실질,27696657,28234354,28741247,29830446,30792011,31815582,32495206,33191073,33867650,33933558,34829479,35889264,36989604,36156838,37133028,37652105
대구광역시,서비스업,실질기여도,2.91,1.27,1.2,2.59,2.19,2.24,1.44,1.42,1.35,0.13,1.72,2.01,2.05,-1.52,1.82,0.93
대구광역시,　도매 및 소매업,명목,3643492,3809224,3839187,4304105,4598839,4702234,4730102,4564462,4583694,4644304,4785116,4848889,4767533,4419546,4546609,4544271
대구광역시,　도매 및 소매업,실질,4186625,4106305,3954053,4253237,4455872,4527832,4621440,4561815,4583694,4559410,4629606,4704544,4732774,4479377,4527016,4610367
대구광역시,　도매 및 소매업,실질기여도,0.41,-0.19,-0.38,0.77,0.5,0.17,0.22,-0.13,0.04,-0.05,0.13,0.14,0.05,-0.44,0.08,0.14
대구광역시,　운수 및 창고업,명목,1272165,1254568,1238199,1368362,1321376,1369897,1417650,1436294,1612550,1742050,1821747,1841768,1948146,1654988,1703263,1558973
대구광역시,　운수 및 창고업,실질,1474951,1537293,1369362,1581989,1656177,1728296,1668497,1598362,1612550,1686811,1830733,1913699,1936544,1520937,1630385,1607638
대구광역시,　운수 및 창고업,실질기여도,0.06,0.15,-0.37,0.51,0.16,0.13,-0.11,-0.13,0.03,0.14,0.28,0.15,0.04,-0.72,0.21,-0.04
대구광역시,　숙박 및 음식점업,명목,959827,994554,1080030,1061800,1105263,1154267,1220560,1262690,1366575,1476326,1513553,1593338,1710058,1480255,1477570,1832679
대구광역시,　숙박 및 음식점업,실질,1380286,1344884,1385910,1349512,1347304,1368312,1380487,1374517,1366575,1405001,1397903,1438292,1496015,1295441,1277317,1458318
대구광역시,　숙박 및 음식점업,실질기여도,0.07,-0.07,0.08,-0.07,0,0.04,0.02,-0.01,-0.01,0.07,-0.01,0.08,0.11,-0.39,-0.04,0.34
대구광역시,　정보통신업,명목,1322774,1263757,1251988,1253366,1218803,1213498,1242930,1257324,1259938,1282948,1242571,1289895,1318071,1405098,1409398,1388538
대구광역시,　정보통신업,실질,1245443,1237079,1209730,1246173,1265719,1238987,1306083,1292283,1259938,1273827,1242460,1329460,1409697,1532874,1566421,1582576
대구광역시,　정보통신업,실질기여도,0.07,-0.02,-0.07,0.1,0.05,-0.06,0.15,-0.03,-0.06,0.03,-0.06,0.16,0.14,0.2,0.05,0.02
대구광역시,　금융 및 보험업,명목,2707192,2729809,2703834,2808057,3028585,3046131,3000575,3201500,3368338,3391164,3663141,3871597,3829914,3835953,4159426,4713347
대구광역시,　금융 및 보험업,실질,2375768,2464575,2614712,2524288,2592754,2790241,2916445,3133305,3368338,3379173,3501346,3630932,3698801,3817865,3961645,4135576
대구광역시,　금융 및 보험업,실질기여도,0.84,0.28,0.45,-0.25,0.19,0.54,0.31,0.48,0.49,0.02,0.23,0.25,0.13,0.21,0.25,0.3
대구광역시,　부동산업,명목,3606206,3807981,3952610,4064211,4178260,4473626,4753413,5097023,5287451,5515596,5652056,5830179,6018456,6222331,6140765,5773083
대구광역시,　부동산업,실질,4494058,4651213,4673230,4745279,4827925,4936738,5055966,5283567,5287451,5421542,5482463,5621243,5752256,5895277,5808199,5632296
대구광역시,　부동산업,실질기여도,0.13,0.35,0.05,0.16,0.17,0.22,0.24,0.46,0.01,0.26,0.12,0.26,0.24,0.26,-0.16,-0.3
대구광역시,　사업서비스업,명목,1793638,2031282,2128078,2411365,2633893,2886075,3011014,3156817,3446422,3655628,3820581,4100617,4307630,4182625,4438754,4567538
대구광역시,　사업서비스업,실질,2312992,2436058,2480065,2676851,2902592,3063328,3161322,3259769,3446422,3613947,3671607,3841252,3941865,3717422,3808496,3760339
대구광역시,　사업서비스업,실질기여도,0.54,0.26,0.1,0.45,0.5,0.34,0.21,0.2,0.37,0.32,0.11,0.32,0.19,-0.42,0.18,-0.09
대구광역시,"　공공 행정, 국방 및 사회보장 행정",명목,2544173,2798775,2976043,3065307,3234684,3484664,3570767,3799557,4138947,3760129,4043102,4247131,4444601,4736969,4787260,4982932
대구광역시,"　공공 행정, 국방 및 사회보장 행정",실질,3299686,3417142,3546789,3586690,3688827,3845825,3809555,3938326,4138947,3618739,3747399,3793424,3894097,4034911,4017184,4063302
대구광역시,"　공공 행정, 국방 및 사회보장 행정",실질기여도,0.27,0.25,0.28,0.09,0.21,0.32,-0.07,0.26,0.4,-1,0.25,0.09,0.2,0.28,-0.04,0.09
대구광역시,　교육 서비스업,명목,2647082,2906018,3145193,3188214,3355766,3471666,3619395,3760311,3859892,3935552,4151584,4232157,4429615,4384452,4690714,4609336
대구광역시,　교육 서비스업,실질,3216287,3265138,3514696,3510161,3640478,3723560,3836734,3855528,3859892,3873917,4010324,4026683,4113701,4039496,4283792,4215157
대구광역시,　교육 서비스업,실질기여도,-0.02,0.11,0.59,-0.01,0.29,0.18,0.24,0.04,0.01,0.03,0.26,0.03,0.16,-0.14,0.46,-0.12
대구광역시,　보건업 및 사회복지 서비스업,명목,1651467,1779211,2024904,2349495,2390648,2554938,2712774,2922253,3084801,3254686,3641190,3985470,4404894,4454674,4934090,5227309
대구광역시,　보건업 및 사회복지 서비스업,실질,1888589,1952406,2111747,2409539,2478633,2634241,2802566,3000051,3084801,3205933,3492833,3797153,4174904,4118129,4538171,4821218
대구광역시,　보건업 및 사회복지 서비스업,실질기여도,0.29,0.15,0.39,0.75,0.17,0.35,0.36,0.41,0.17,0.23,0.55,0.58,0.7,-0.1,0.79,0.5
대구광역시,　문화 및 기타서비스업,명목,1436600,1508664,1583954,1675460,1728131,1807165,1805177,1821452,1859042,1964044,1948426,2006264,2114588,2030716,2069582,2173560
대구광역시,　문화 및 기타서비스업,실질,1972036,1969547,2006242,2055735,2028215,2026821,1964564,1903872,1859042,1895258,1824413,1800300,1846228,1718977,1734111,1777878
대구광역시,　문화 및 기타서비스업,실질기여도,0.25,-0.01,0.08,0.1,-0.06,0,-0.12,-0.12,-0.09,0.07,-0.14,-0.05,0.09,-0.25,0.03,0.09
인천광역시,지역내총생산(시장가격),명목,54061455,53700045,56344673,63266348,64417599,66408453,69398005,74611777,80137506,84663335,88547364,88735401,90040500,89615465,98670502,104497088
인천광역시,지역내총생산(시장가격),실질,64675503,64033773,63153061,69301148,70536942,73129842,75073082,78694187,80137506,82257112,85791563,86426825,87963593,84907539,90325899,95712639
인천광역시,지역내총생산(시장가격),실질기여도,8.66,-0.99,-1.38,9.74,1.78,3.68,2.66,4.82,1.83,2.64,4.3,0.74,1.78,-3.47,6.38,5.96
인천광역시,순생산물세,명목,5118435,5163594,5305061,6118080,6077475,6444969,6252311,6741515,7288403,7919436,8749650,8527276,8459221,8346631,9666989,9996842
인천광역시,순생산물세,실질,5959870,5583641,5465509,5992042,6139291,6500423,6367782,6953457,7288403,7683558,8226001,7855623,7842827,7556792,8285820,8328108
인천광역시,순생산물세,실질기여도,1.73,-0.6,-0.2,0.91,0.24,0.55,-0.2,0.83,0.44,0.49,0.66,-0.44,-0.02,-0.34,0.9,0.05
인천광역시,총부가가치(기초가격),명목,48943020,48536451,51039612,57148268,58340124,59963484,63145694,67870262,72849103,76743899,79797714,80208125,81581279,81268834,89003513,94500246
인천광역시,총부가가치(기초가격),실질,58709790,58453923,57695992,63318906,64402322,66621693,68728382,71745798,72849103,74573554,77565232,78585491,80144997,77374944,82053087,87432466
인천광역시,총부가가치(기초가격),실질기여도,6.92,-0.39,-1.17,8.83,1.55,3.12,2.86,3.99,1.4,2.15,3.64,1.19,1.79,-3.13,5.48,5.91
인천광역시,"농업, 임업 및 어업",명목,252654,248201,265101,239244,250080,246159,236661,248189,249679,243937,256319,249852,257196,280832,291019,219248
인천광역시,"농업, 임업 및 어업",실질,313087,324915,305571,257247,249550,245266,246278,270738,249679,249483,254031,257548,283805,270021,279966,232690
인천광역시,"농업, 임업 및 어업",실질기여도,0,0.02,-0.03,-0.07,-0.01,-0.01,0,0.03,-0.03,0,0.01,0,0.03,-0.01,0.01,-0.05
인천광역시,광제조업,명목,14925960,14324448,14195455,16489965,17319980,17692790,18054025,18522757,20151287,21056528,22489028,21959540,20838186,21270111,23690324,25605235
인천광역시,광제조업,실질,17796527,16767229,14240084,17591962,17881802,18195095,18299892,18956271,20151287,20612212,21641905,21289440,20608519,21047640,22912156,23693439
인천광역시,광제조업,실질기여도,1.52,-1.6,-4.02,5.93,0.43,0.47,0.15,0.93,1.57,0.58,1.24,-0.41,-0.79,0.49,2.1,0.82
인천광역시,　광업,명목,28900,49735,77170,129928,110146,109159,102133,113453,120490,150972,143201,92500,58076,92211,76285,79319
인천광역시,　광업,실질,51580,73748,115918,184715,133956,129821,115370,129756,120490,145934,132229,87454,55076,92714,78884,78300
인천광역시,　광업,실질기여도,0.02,0.02,0.05,0.08,-0.06,-0.01,-0.02,0.02,-0.01,0.03,-0.02,-0.05,-0.04,0.04,-0.02,0
인천광역시,　제조업,명목,14897060,14274713,14118285,16360037,17209834,17583631,17951892,18409304,20030797,20905556,22345827,21867040,20780110,21177900,23614039,25525916
인천광역시,　제조업,실질,17724962,16683036,14126582,17424092,17751473,18067980,18185177,18828250,20030797,20466278,21509944,21204060,20556208,20956180,22834288,23615976
인천광역시,　제조업,실질기여도,1.5,-1.62,-4.07,5.85,0.49,0.48,0.17,0.91,1.58,0.54,1.26,-0.36,-0.75,0.45,2.12,0.82
인천광역시,　　음식료품 및 담배제조업,명목,543814,706007,764113,848839,907621,900994,889287,920680,975949,1051159,1076236,1003809,1087339,1096667,1202289,1319208
인천광역시,　　음식료품 및 담배제조업,실질,839311,827025,780643,972240,965143,1014253,975399,950873,975949,1000000,1027267,922869,994165,973613,1076305,1220015
인천광역시,　　음식료품 및 담배제조업,실질기여도,-0.1,-0.01,-0.07,0.33,-0.01,0.07,-0.05,-0.03,0.03,0.03,0.03,-0.12,0.09,-0.02,0.13,0.16
인천광역시,　　섬유 의복 및 가죽 제품 제조업,명목,173872,182081,189510,236157,261198,263818,261854,282684,300609,307896,301884,300401,276795,297580,240955,251105
인천광역시,　　섬유 의복 및 가죽 제품 제조업,실질,189329,195197,215764,251505,266010,272643,267032,288254,300609,260015,275125,265668,227860,240422,218437,237513
인천광역시,　　섬유 의복 및 가죽 제품 제조업,실질기여도,-0.02,0.01,0.04,0.06,0.02,0.01,-0.01,0.03,0.02,-0.05,0.02,-0.01,-0.05,0.02,-0.03,0.02
인천광역시,　　목재종이인쇄 및 복제업,명목,638265,665595,814949,813806,844581,766278,750918,843603,925602,983236,915986,935665,908478,919687,1099991,1057644
인천광역시,　　목재종이인쇄 및 복제업,실질,808686,784998,866972,944620,905410,830118,769041,843689,925602,1023611,1014870,937688,915876,926942,965946,821918
인천광역시,　　목재종이인쇄 및 복제업,실질기여도,0.2,-0.03,0.13,0.13,-0.05,-0.11,-0.08,0.11,0.11,0.12,-0.01,-0.08,-0.02,0.01,0.04,-0.17
인천광역시,　　석탄 및 석유 화학제품 제조업,명목,2588667,2019012,1800387,2271412,2405243,2515667,2615341,2888228,3529478,3560735,3858038,3784289,3632402,3996662,4420521,4925662
인천광역시,　　석탄 및 석유 화학제품 제조업,실질,2666883,2496526,2259890,2495714,2442890,2508561,2590066,2978657,3529478,3534644,3763638,3844551,3602227,4096810,4281783,4231167
인천광역시,　　석탄 및 석유 화학제품 제조업,실질기여도,0.17,-0.31,-0.36,0.33,-0.08,0.1,0.12,0.57,0.72,0.01,0.27,0.09,-0.27,0.55,0.2,-0.05
인천광역시,　　비금속광물 및 금속제품 제조업,명목,3761614,3992106,3680842,4448911,4542598,4370358,4288642,4186505,4295480,4404402,4562753,4428432,4194028,4066470,5307807,5818484
인천광역시,　　비금속광물 및 금속제품 제조업,실질,4912561,4400097,4060239,4295465,4196424,4095227,4055777,4038609,4295480,4331479,4454959,4279382,4005874,3852939,4041137,3804467
인천광역시,　　비금속광물 및 금속제품 제조업,실질기여도,0.1,-0.73,-0.57,0.38,-0.16,-0.17,-0.06,-0.03,0.36,0.04,0.15,-0.2,-0.32,-0.18,0.22,-0.32
인천광역시,　　전기 전자 및 정밀기기 제조업,명목,2470661,2261320,2535265,2657849,2931547,3295041,3705195,3603061,4037206,4409695,5116539,5127712,4595014,4804057,5543691,5942117
인천광역시,　　전기 전자 및 정밀기기 제조업,실질,2326087,2304145,2236500,2669994,2962660,3284458,3649223,3674041,4037206,4475282,4585672,4714940,5004246,5274027,6105437,6977327
인천광역시,　　전기 전자 및 정밀기기 제조업,실질기여도,-0.05,-0.04,-0.12,0.87,0.46,0.49,0.55,0.04,0.48,0.55,0.13,0.16,0.35,0.28,0.85,0.8
인천광역시,　　기계 운송장비 및 기타 제품 제조업,명목,4720167,4448592,4333219,5083063,5317046,5471475,5440655,5684543,5966473,6188433,6514391,6286732,6086054,5996777,5798785,6211696
인천광역시,　　기계 운송장비 및 기타 제품 제조업,실질,6666562,6280480,3922230,5833126,6054681,6112591,5894523,6072266,5966473,5841247,6372561,6200678,5732955,5557975,6145971,6529922
인천광역시,　　기계 운송장비 및 기타 제품 제조업,실질기여도,1.2,-0.51,-3.11,3.75,0.31,0.08,-0.29,0.24,-0.13,-0.16,0.66,-0.2,-0.53,-0.21,0.71,0.37
인천광역시,"전기, 가스, 증기 및 공기 조절 공급업",명목,1615417,1157886,1558095,1969233,1901078,2053653,2755278,4205541,4511849,4559378,3680463,2630507,2658174,2996791,2250749,83981
인천광역시,"전기, 가스, 증기 및 공기 조절 공급업",실질,2279711,2773796,2866100,3440769,3779564,4004239,4100201,5032687,4511849,4191747,4355448,3855800,3984357,3797453,4130562,4050534
인천광역시,"전기, 가스, 증기 및 공기 조절 공급업",실질기여도,0.07,0.65,0.07,0.55,0.31,0.18,0.07,0.9,-0.58,-0.4,0.21,-0.48,0.1,-0.14,0.29,-0.04
인천광역시,건설업,명목,3484050,3411882,4202430,4161389,3893041,3571098,3817059,3670199,3817269,4695662,5112396,4957361,5173674,6334624,7496598,8396601
인천광역시,건설업,실질,4586365,4410313,5358001,5225720,4647332,4086738,4179563,3873923,3817269,4585024,4798296,4431636,4403137,5273314,6041804,6534869
인천광역시,건설업,실질기여도,0.84,-0.25,1.37,-0.18,-0.73,-0.73,0.12,-0.4,-0.07,0.96,0.26,-0.44,-0.04,1.14,1.03,0.62
인천광역시,서비스업,명목,28664939,29394034,30818531,34288437,34975945,36399784,38282671,41223576,44119019,46188394,48259508,50410865,52654049,50386476,55274823,60195181
인천광역시,서비스업,실질,33629991,34127494,35024665,36690853,37739511,39970804,41796840,43711593,44119019,44935088,46516903,48661765,50797753,46795044,48497364,52452788
인천광역시,서비스업,실질기여도,4.49,0.78,1.44,2.6,1.55,3.21,2.5,2.53,0.51,1.02,1.92,2.51,2.49,-4.61,2.05,4.57
인천광역시,　도매 및 소매업,명목,2917722,3146565,3334959,3785777,4303488,4534775,4707984,4653919,4914534,5264582,5628727,5857715,6004242,5492274,6030935,6033456
인천광역시,　도매 및 소매업,실질,3354061,3394070,3437249,3743803,4172351,4368999,4601581,4651342,4914534,5168296,5445295,5682850,5960389,5567023,6005970,6125828
인천광역시,　도매 및 소매업,실질기여도,0.36,0.06,0.07,0.53,0.68,0.31,0.36,0.07,0.35,0.32,0.33,0.28,0.32,-0.44,0.48,0.12
인천광역시,　운수 및 창고업,명목,6357250,5653909,5815474,7793841,6756130,6920104,7091613,7697560,8666267,8833944,8819317,8720238,8966128,6817912,8865556,10980770
인천광역시,　운수 및 창고업,실질,7392996,7244337,7290329,8175373,7880226,9369488,9580078,9511463,8666267,8357007,8865015,9496747,10046410,5936947,5767500,7459340
인천광역시,　운수 및 창고업,실질기여도,1.64,-0.24,0.07,1.25,-0.44,1.98,0.23,-0.07,-0.92,-0.39,0.63,0.71,0.57,-4.07,-0.22,2.64
인천광역시,　숙박 및 음식점업,명목,1056754,1138729,1246210,1296055,1325347,1382367,1442183,1532295,1707939,1891798,1970794,2134492,2253950,1740552,1763436,2256412
인천광역시,　숙박 및 음식점업,실질,1514206,1534232,1593533,1635652,1608556,1628994,1624019,1661712,1707939,1804058,1822900,1935318,1985857,1540143,1543067,1820530
인천광역시,　숙박 및 음식점업,실질기여도,-0.09,0.03,0.08,0.06,-0.03,0.03,-0.01,0.05,0.06,0.12,0.02,0.14,0.06,-0.56,0,0.32
인천광역시,　정보통신업,명목,1339221,1317059,1344399,1354241,1250902,1228791,1308720,1336150,1328880,1410553,1394422,1436318,1469995,1559197,1601943,1591992
인천광역시,　정보통신업,실질,1203531,1250759,1265162,1326366,1288041,1236024,1366743,1360529,1328880,1404742,1404350,1504870,1603998,1748755,1840555,1887451
인천광역시,　정보통신업,실질기여도,0.09,0.1,0.03,0.12,-0.06,-0.08,0.2,-0.01,-0.04,0.09,0,0.11,0.11,0.15,0.09,0.04
인천광역시,　금융 및 보험업,명목,2529127,2610529,2598042,2781078,2971057,2888361,2801874,3007858,2985835,3070653,3348673,3583043,3531765,3563937,3859924,4390703
인천광역시,　금융 및 보험업,실질,2242319,2354300,2452061,2432791,2477481,2605945,2711049,2922618,2985835,3074403,3219216,3379723,3445195,3594008,3729431,3893498
인천광역시,　금융 및 보험업,실질기여도,0.68,0.23,0.2,-0.04,0.08,0.24,0.18,0.32,0.09,0.11,0.17,0.19,0.08,0.17,0.15,0.17
인천광역시,　부동산업,명목,3819205,4067512,4274109,4461346,4718612,4928661,5292425,5700926,5931193,6267287,6513879,6826892,7146829,7563694,7919501,7827777
인천광역시,　부동산업,실질,4791049,4985950,5069965,5209034,5455160,5439233,5628254,5908901,5931193,6162625,6321262,6586697,6835949,7159811,7358405,7323593
인천광역시,　부동산업,실질기여도,0.31,0.29,0.13,0.21,0.33,-0.02,0.26,0.38,0.03,0.29,0.19,0.31,0.29,0.38,0.23,-0.04
인천광역시,　사업서비스업,명목,2236456,2337187,2407253,2703781,3062168,3448238,3971417,4683912,5384826,5349971,5454019,5667786,6028601,6051282,6656896,7153486
인천광역시,　사업서비스업,실질,2784530,2832590,2850195,3061655,3426086,3695103,4177058,4833803,5384826,5267354,5167195,5218360,5408221,5271318,5609201,5782311
인천광역시,　사업서비스업,실질기여도,0.69,0.07,0.03,0.32,0.51,0.37,0.68,0.9,0.72,-0.15,-0.12,0.06,0.23,-0.17,0.43,0.21
인천광역시,"　공공 행정, 국방 및 사회보장 행정",명목,2369454,2640296,2791317,2944138,3126638,3398404,3557992,3806789,4076399,4397785,4859280,5215810,5617300,5953246,6333272,6862179
인천광역시,"　공공 행정, 국방 및 사회보장 행정",실질,3045323,3198480,3296376,3417081,3527379,3702226,3762659,3925162,4076399,4250665,4526938,4688151,4956452,5127243,5351407,5613241
인천광역시,"　공공 행정, 국방 및 사회보장 행정",실질기여도,0.22,0.22,0.15,0.18,0.15,0.24,0.08,0.22,0.2,0.22,0.34,0.2,0.34,0.21,0.29,0.31
인천광역시,　교육 서비스업,명목,2636117,2868055,3027880,3075360,3198335,3187888,3355559,3660614,3784746,3887297,4057839,4197732,4386002,4410127,4648059,4854103
인천광역시,　교육 서비스업,실질,3218279,3209447,3363049,3367611,3457661,3418746,3555782,3751131,3784746,3822814,3913964,3987752,4063704,4053158,4229692,4413305
인천광역시,　교육 서비스업,실질기여도,0.16,-0.01,0.26,0.01,0.13,-0.06,0.19,0.27,0.04,0.05,0.11,0.09,0.09,-0.01,0.21,0.2
인천광역시,　보건업 및 사회복지 서비스업,명목,1839152,1963609,2187203,2213677,2311140,2382897,2585165,2889807,3015613,3276600,3659712,4006407,4453330,4587566,4947160,5322049
인천광역시,　보건업 및 사회복지 서비스업,실질,2096843,2142970,2267846,2264239,2399000,2460922,2675095,2966989,3015613,3225580,3511334,3820168,4223262,4258619,4564224,4909878
인천광역시,　보건업 및 사회복지 서비스업,실질기여도,0.23,0.07,0.21,-0.01,0.21,0.09,0.31,0.41,0.06,0.26,0.34,0.36,0.48,0.04,0.37,0.38
인천광역시,　문화 및 기타서비스업,명목,1564481,1650584,1791685,1879143,1952128,2099298,2167739,2253746,2322787,2537924,2552846,2764432,2795907,2646689,2648141,2922254
인천광역시,　문화 및 기타서비스업,실질,2198131,2167070,2316300,2298757,2293714,2367228,2380819,2379785,2322787,2397544,2316656,2374651,2320064,2096082,2092772,2254951
인천광역시,　문화 및 기타서비스업,실질기여도,0.2,-0.04,0.21,-0.02,-0.01,0.1,0.02,0,-0.07,0.09,-0.1,0.07,-0.07,-0.3,0,0.21
광주광역시,지역내총생산(시장가격),명목,23470470,24213929,25191120,27882311,28678421,29773635,31263021,33016736,34845589,36819006,37743917,39805406,41519553,42068384,43742580,45220109
광주광역시,지역내총생산(시장가격),실질,27392264,27791206,27180608,30457831,31011787,31650181,32859385,34169569,34845589,35933462,36384616,38216077,39624032,39530642,41257137,41939597
광주광역시,지역내총생산(시장가격),실질기여도,4.57,1.46,-2.2,12.06,1.82,2.06,3.82,3.99,1.98,3.12,1.26,5.03,3.68,-0.24,4.37,1.65
광주광역시,순생산물세,명목,1759404,1865302,1874481,1988671,2009611,2072030,2112596,2336647,2415065,2605726,2256268,2906942,2991996,3060684,3182693,3410203
광주광역시,순생산물세,실질,1979957,1966699,1948969,1971319,2056438,2097423,2172798,2407178,2415065,2524334,2118137,2679770,2775426,2763621,2721117,2838370
광주광역시,순생산물세,실질기여도,0.25,-0.05,-0.07,0.09,0.31,0.14,0.25,0.73,0.02,0.31,-1.14,1.59,0.26,-0.03,-0.11,0.31
광주광역시,총부가가치(기초가격),명목,21711066,22348627,23316639,25893640,26668810,27701605,29150425,30680089,32430524,34213280,35487649,36898464,38527557,39007700,40559887,41809906
광주광역시,총부가가치(기초가격),실질,25412469,25826359,25231004,28494464,28958020,29555567,30689760,31762199,32430524,33409128,34269974,35526935,36839026,36757626,38533331,39090461
광주광역시,총부가가치(기초가격),실질기여도,4.32,1.51,-2.13,11.97,1.51,1.92,3.57,3.26,1.96,2.81,2.39,3.45,3.42,-0.21,4.48,1.34
광주광역시,"농업, 임업 및 어업",명목,157186,139820,146521,147808,153954,158621,153103,155750,166544,153543,147616,142696,127376,103674,125415,145210
광주광역시,"농업, 임업 및 어업",실질,171351,158449,169754,156303,148818,142887,141909,154983,166544,146819,142866,132131,126809,91713,102801,121616
광주광역시,"농업, 임업 및 어업",실질기여도,0.03,-0.05,0.04,-0.05,-0.03,-0.02,0,0.05,0.04,-0.06,-0.01,-0.03,-0.01,-0.08,0.03,0.05
광주광역시,광제조업,명목,5811660,5604572,6163631,7690342,7754423,7688886,8122741,8477428,9157497,9484092,9740356,9863933,10068049,10417727,10744031,11042208
광주광역시,광제조업,실질,6517306,6558765,6053139,8500218,8441183,8218091,8502097,8872232,9157497,9151740,9489299,9762148,9960031,10138726,11036105,11073105
광주광역시,광제조업,실질기여도,1.13,0.16,-1.78,9.89,-0.19,-0.71,0.89,1.13,0.83,-0.02,0.95,0.74,0.5,0.44,2.19,0.08
광주광역시,　광업,명목,10780,17636,19137,17794,10414,6726,8831,8974,7825,6760,7220,7644,6839,4481,3638,5095
광주광역시,　광업,실질,20362,27547,30516,25284,12655,8002,9978,10271,7825,6534,6665,7231,6491,4510,3768,5040
광주광역시,　광업,실질기여도,-0.04,0.02,0.01,-0.01,-0.03,-0.01,0.01,0,-0.01,0,0,0,0,-0.01,0,0
광주광역시,　제조업,명목,5800880,5586936,6144494,7672548,7744009,7682160,8113910,8468454,9149672,9477332,9733136,9856289,10061210,10413246,10740393,11037113
광주광역시,　제조업,실질,6500437,6537603,6029793,8478246,8429048,8210145,8492350,8862192,9149672,9145206,9482634,9754895,9953560,10134325,11032418,11068157
광주광역시,　제조업,실질기여도,1.17,0.14,-1.79,9.9,-0.16,-0.7,0.89,1.13,0.83,-0.01,0.95,0.74,0.5,0.44,2.19,0.08
광주광역시,　　음식료품 및 담배제조업,명목,301924,341418,368820,345983,406822,306186,326194,325281,356340,341080,457128,449458,476889,634568,547136,526751
광주광역시,　　음식료품 및 담배제조업,실질,324532,335671,378378,390622,446572,339179,356368,346302,356340,319484,434421,421877,443379,571824,518545,518792
광주광역시,　　음식료품 및 담배제조업,실질기여도,-0.36,0.04,0.18,0.05,0.18,-0.34,0.05,-0.03,0.03,-0.11,0.33,-0.03,0.06,0.33,-0.14,0
광주광역시,　　섬유 의복 및 가죽 제품 제조업,명목,77505,101380,106267,124145,157661,138106,137289,131416,137029,138492,144131,140705,112658,108407,98153,124833
광주광역시,　　섬유 의복 및 가죽 제품 제조업,실질,88434,117713,119070,135861,157997,142425,141900,136820,137029,121847,139332,132795,97695,91994,89723,107046
광주광역시,　　섬유 의복 및 가죽 제품 제조업,실질기여도,0.01,0.11,0,0.06,0.07,-0.05,0,-0.02,0,-0.04,0.05,-0.02,-0.09,-0.02,-0.01,0.04
